Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                     COF2_1                      SF6_1                      H2S_1                      H2S_2                      H2S_3                                                                                                                                                                                                                                                                                                         
 546.0          443.509290                 446.436060                2667.703834                2216.789757                2249.244441               13413.230592                 734.727317                1503.672978                1568.677502                9121.825956                3213.866780               18678.195520                 838.636601                9745.198881               28322.872576                1717.176214               11254.128371               24342.512768               11919.137984              140651.299840               69563.050240               13717.107648                9330.291222                9526.059671               14681.741184               85255.176640                 198.873443                 416.244830                 208.927859                1224.500630                 438.342010                2564.296129                1682.243412                3358.363790               14169.931968               28368.678144                 404.176902                 852.866704                4974.514117                2349.922549                1625.025480                2480.666803               21132.053440               21225.895168               40257.271360                4790.258488                3200.499011             1272852.956800                 153.681782                 154.858249                 414.526644                  75.453459                 294.703745                 295.142546                 368.043684                 368.153140                 717.438763                7900.367068                8048.051578                3791.402740                3905.193252                7842.404997               15397.139648                4132.795779                7968.667157               16341.666112                8360.120860               57212.439488               58226.239424                 861.823697                2172.269084                4477.319523                1516.512480              201306.960000              204501.121920               38551.545984                1398.935759                5595.760271                6051.214276              406730.760320              207713.493120                9692.168101              315111.957760            61542713.024000                1312.562866                1315.888503                5257.116763
 547.0          444.784753                 447.719508                2675.373754                2223.327502                2255.870676               13452.687296                 737.216166                1508.845762                1574.026371                9152.829057                3225.002034               18742.728960                 841.511479                9778.514373               28419.433088                1723.154595               11299.815077               24442.174784               11968.089792              141224.977920               69847.165120               13766.791424                9364.467953                9560.748616               14735.374592               85565.374720                 199.246963                 417.028237                 209.320930                1226.804238                 439.168953                2569.110932                1688.426259                3370.669964               14224.763584               28478.507072                 404.968037                 854.555346                4984.336680                2354.944539                1628.508199                2485.984314               21218.451520               21312.648384               40404.534080                4806.501648                3211.351619             1281418.758400                 153.979342                 155.160233                 415.361363                  75.589695                 295.242488                 295.682090                 368.720795                 368.830195                 718.772874                7922.560720                8070.692843                3806.879792                3921.180292                7874.832883               15460.119424                4149.842751                7996.636472               16399.016256                8389.461839               57419.060544               58436.533312                 863.427416                2179.069074                4491.369172                1521.288874              202233.424000              205441.880960               38730.560192                1405.347068                5621.418991                6081.242929              409534.140160              209145.346560                9729.110472              316854.746880            62413286.912000                1316.544309                1319.882026                5273.057393
 548.0          446.061903                 449.004658                2683.053754                2229.874834                2262.506672               13492.202304                 739.711751                1514.032767                1579.389871                9183.916388                3236.168212               18807.440640                 844.394261                9811.921206               28516.258112                1729.149598               11345.646091               24542.154816               12017.199808              141800.478080               70132.186880               13816.619776                9398.745114                9595.538809               14789.164608               85876.476480                 199.620563                 417.811837                 209.714097                1229.108408                 439.996119                2573.926773                1694.628594                3383.014633               14279.783616               28588.712128                 405.759571                 856.244881                4994.164356                2359.968366                1631.992198                2491.303814               21305.114880               21399.668416               40552.189120                4822.783322                3222.229955             1290038.521600                 154.276926                 155.462267                 416.196163                  75.725933                 295.781272                 296.221675                 369.397978                 369.507330                 720.107240                7944.784203                8093.364501                3822.408134                3937.220459                7907.369589               15523.307776                4166.946767                8024.682472               16456.522944                8418.883171               57626.192256               58647.346688                 865.031398                2185.884737                4505.451346                1526.076378              203163.808000              206386.615040               38910.228608                1411.784406                5647.182019                6111.402461              412356.995840              210587.149440                9766.168164              318606.165120            63296023.488000                1320.532313                1323.882192                5289.024403
 549.0          447.340741                 450.291513                2690.743834                2236.431779                2269.152428               13531.775808                 742.214088                1519.234031                1584.768020                9215.088130                3247.365386               18872.330880                 847.284963                9845.419578               28613.348224                1735.161260               11391.621757               24642.453632               12066.468416              142377.804160               70418.117760               13866.593152                9433.122965                9630.430474               14843.111616               86188.484160                 199.994243                 418.595629                 210.107361                1231.413136                 440.823510                2578.743657                1700.850481                3395.397927               14334.992832               28699.294656                 406.551506                 857.935315                5003.997159                2364.994037                1635.477476                2496.625325               21392.044160               21486.956032               40700.237440                4839.103601                3233.134083             1298712.563200                 154.574533                 155.764347                 417.031043                  75.862174                 296.320096                 296.761299                 370.075233                 370.184546                 721.441863                7967.037536                8116.066566                3837.987905                3953.313899                7940.015394               15586.705152                4184.107979                8052.805387               16514.186688                8448.385110               57833.835712               58858.680576                 866.635645                2192.716086                4519.566116                1530.875012              204098.128000              207335.342080               39090.553216                1418.247875                5673.049700                6141.693354              415199.463680              212038.970880                9803.341575              320366.250240            64191080.576000                1324.526876                1327.888995                5305.017832
 550.0          448.621271                 451.580075                2698.443994                2242.998362                2275.807943               13571.408000                 744.723193                1524.449593                1590.160838                9246.344461                3258.593625               18937.400000                 850.183602                9879.009687               28710.704000                1741.189619               11437.742422               24743.072000               12115.896000              142956.960000               70704.960000               13916.712000                9467.601770                9665.423836               14897.216000               86501.400000                 200.368003                 419.379613                 210.500722                1233.718414                 441.651127                2583.561590                1707.091983                3407.819973               14390.392000               28810.256000                 407.343845                 859.626647                5013.835102                2370.021557                1638.964035                2501.948863               21479.240000               21574.512000               40848.680000                4855.462574                3244.064066             1307441.200000                 154.872166                 156.066474                 417.866003                  75.998417                 296.858960                 297.300965                 370.752562                 370.861845                 722.776744                7989.320738                8138.799051                3853.619248                3969.460760                7972.770582               15650.312000                4201.326541                8081.005449               16572.008000                8477.967914               58041.992000               59070.536000                 868.240156                2199.563135                4533.713551                1535.684795              205036.400000              208288.080000               39271.536000                1424.737577                5699.022379                6172.116086              418061.680000              213500.880000                9840.631102              322135.040000            65098616.000000                1328.527999                1331.902429                5321.037719
 551.0          449.903493                 452.870346                2706.154234                2249.574610                2282.473219               13611.099072                 747.239082                1529.679490                1595.568344                9277.685560                3269.853000               19002.648320                 853.090192                9912.691733               28808.326016                1747.234714               11484.008430               24844.010688               12165.482944              143537.949440               70992.715840               13966.976768                9502.181790                9700.519117               14951.478144               86815.226240                 200.741842                 420.163789                 210.894183                1236.024236                 442.478971                2588.380579                1713.353166                3420.280898               14445.981888               28921.597504                 408.136591                 861.318883                5023.678196                2375.050933                1642.451874                2507.274450               21566.703040               21662.337088               40997.517760                4871.860331                3255.019970             1316224.748800                 155.169824                 156.368646                 418.701042                  76.134663                 297.397866                 297.840672                 371.429964                 371.539231                 724.111883                8011.633829                8161.561968                3869.302303                3985.661189                8005.635433               15714.128768                4218.602607                8109.282887               16629.987392                8507.631838               58250.662208               59282.913984                 869.844933                2206.425896                4547.893722                1540.505746              205978.640000              209244.846720               39453.178944                1431.253616                5725.100402                6202.671138              420943.781120              214972.945920                9878.037140              323912.572160            66018787.584000                1332.535682                1335.922486                5337.084101
 552.0          451.187411                 454.162328                2713.874555                2256.160547                2289.148255               13650.849216                 749.761771                1534.923762                1600.990557                9309.111607                3281.143581               19068.076160                 856.004750                9946.465912               28906.214848                1753.296584               11530.420127               24945.270464               12215.229632              144120.776320               71281.387520               14017.387904                9536.863289                9735.716543               15005.898432               87129.965120                 201.115762                 420.948157                 211.287744                1238.330595                 443.307044                2593.200631                1719.634093                3432.780832               14501.763264               29033.320512                 408.929745                 863.012023                5033.526456                2380.082172                1645.940993                2512.602103               21654.433920               21750.432064               41146.751680                4888.296961                3266.001857             1325063.526400                 155.467509                 156.670861                 419.536162                  76.270911                 297.936815                 298.380421                 372.107440                 372.216706                 725.447284                8033.976827                8184.355331                3885.037209                4001.915333                8038.610229               15778.155904                4235.936330                8137.637933               16688.125376                8537.377138               58459.847424               59495.815552                 871.449977                2213.304381                4562.106700                1545.337883              206924.864000              210205.660160               39635.484032                1437.796092                5751.284114                6233.358990              423845.903360              216455.237760                9915.560088              325698.884480            66951753.152000                1336.549925                1339.949161                5353.157019
 553.0          452.473025                 455.456022                2721.604955                2262.756200                2295.833050               13690.658624                 752.291276                1540.182447                1606.427496                9340.622781                3292.465439               19133.683840                 858.927292                9980.332425               29004.371072                1759.375266               11576.977860               25046.852096               12265.136448              144705.444480               71570.977280               14067.945856                9571.646529                9771.016336               15060.477248               87445.618880                 201.489762                 421.732717                 211.681406                1240.637486                 444.135346                2598.021751                1725.934828                3445.319902               14557.736896               29145.426368                 409.723311                 864.706071                5043.379893                2385.115279                1649.431392                2517.931843               21742.433280               21838.797696               41296.382720                4904.772555                3277.009792             1333957.849600                 155.765220                 156.973119                 420.371362                  76.407162                 298.475806                 298.920213                 372.784991                 372.894273                 726.782945                8056.349752                8207.179151                3900.824110                4018.223340                8071.695252               15842.393856                4253.327863                8166.070816               16746.422464                8567.204070               58669.548736               59709.241728                 873.055287                2220.198605                4576.352554                1550.181227              207875.088000              211170.538240               39818.453248                1444.365110                5777.573862                6264.180122              426768.183040              217947.824640                9953.200341              327494.014720            67897670.528000                1340.570728                1343.982447                5369.256508
 554.0          453.760337                 456.751431                2729.345436                2269.361594                2302.527606               13730.527488                 754.827613                1545.455583                1611.879181                9372.219261                3303.818644               19199.471680                 861.857834               10014.291469               29102.795264                1765.470800               11623.681973               25148.756352               12315.203776              145291.957760               71861.487360               14118.651072                9606.531772                9806.418721               15115.214976               87762.189760                 201.863842                 422.517468                 212.075172                1242.944901                 444.963879                2602.843946                1732.255435                3457.898235               14613.903552               29257.916416                 410.517291                 866.401028                5053.238521                2390.150262                1652.923070                2523.263688               21830.701760               21927.434752               41446.411840                4921.287200                3288.043838             1342908.035200                 156.062959                 157.275417                 421.206642                  76.543416                 299.014841                 299.460049                 373.462617                 373.571933                 728.118870                8078.752624                8230.033443                3916.663144                4034.585356                8104.890782               15906.843072                4270.777361                8194.581766               16804.879168                8597.112891               58879.767232               59923.193536                 874.660865                2227.108579                4590.631356                1555.035797              208829.328000              212139.498880               40002.088576                1450.960770                5803.969990                6295.135013              429710.756480              219450.775680                9990.958297              329298.000640            68856697.536000                1344.598091                1348.022338                5385.382609
 555.0          455.049350                 458.048557                2737.095996                2275.976754                2309.231922               13770.456000                 757.370798                1550.743209                1617.345631                9403.901227                3315.203266               19265.440000                 864.796393               10048.343242               29201.488000                1771.583223               11670.532812               25250.984000               12365.432000              145880.320000               72152.920000               14169.504000                9641.519281                9841.923922               15170.112000               88079.680000                 202.238002                 423.302412                 212.469042                1245.252834                 445.792645                2607.667223                1738.595979                3470.515961               14670.264000               29370.792000                 411.311687                 868.096898                5063.102352                2395.187127                1656.416029                2528.597658               21919.240000               22016.344000               41596.840000                4937.840988                3299.104061             1351914.400000                 156.360726                 157.577755                 422.042002                  76.679672                 299.553920                 299.999929                 374.140320                 374.249690                 729.455060                8101.185461                8252.918219                3932.554453                4051.001529                8138.197102               15971.504000                4288.284977                8223.171016               16863.496000                8627.103855               59090.504000               60137.672000                 876.266711                2234.034316                4604.943176                1559.901611              209787.600000              213112.560000               40186.392000                1457.583177                5830.472844                6326.224145              432673.760000              220964.160000               10028.834352              331110.880000            69828992.000000                1348.632014                1352.068827                5401.535359
 556.0          456.340065                 459.347400                2744.856637                2282.601706                2315.945998               13810.444352                 759.920847                1556.045363                1622.826865                9435.668857                3326.619375               19331.589120                 867.742983               10082.487944               29300.449856                1777.712574               11717.530724               25353.535808               12415.821504              146470.535040               72445.277440               14220.505088                9676.609319                9877.532162               15225.168704               88398.091840                 202.612241                 424.087548                 212.863018                1247.561279                 446.621644                2612.491587                1744.956522                3483.173207               14726.819008               29484.054464                 412.106503                 869.793684                5072.971398                2400.225880                1659.910268                2533.933772               22008.048640               22105.526208               41747.668160                4954.434008                3310.190523             1360977.260800                 156.658522                 157.880132                 422.877442                  76.815932                 300.093044                 300.539854                 374.818100                 374.927546                 730.791514                8123.648283                8275.833491                3948.498178                4067.472007                8171.614492               16036.377088                4305.850863                8251.838794               16922.273472                8657.177221               59301.760128               60352.678144                 877.872826                2240.975830                4619.288083                1564.778689              210749.920000              214089.739520               40371.365504                1464.232431                5857.082769                6357.447995              435657.329920              222488.046720               10066.828902              332932.690560            70814711.744000                1352.672496                1356.121908                5417.714797
 557.0          457.632485                 460.647964                2752.627357                2289.236477                2322.669834               13850.492736                 762.477776                1561.362083                1628.322902                9467.522331                3338.067043               19397.919360                 870.697621               10116.725772               29399.681408                1783.858891               11764.676052               25456.412544               12466.372672              147062.606720               72738.561920               14271.654784                9711.802147                9913.243667               15280.385472               88717.427520                 202.986561                 424.872876                 213.257101                1249.870229                 447.450878                2617.317045                1751.337129                3495.870101               14783.569344               29597.705152                 412.901740                 871.491387                5082.845674                2405.266528                1663.405787                2539.272049               22097.128320               22194.982144               41898.897280                4971.066349                3321.303289             1370096.934400                 156.956347                 158.182545                 423.712961                  76.952194                 300.632213                 301.079824                 375.495957                 375.605505                 732.128236                8146.141109                8298.779273                3964.494459                4083.996936                8205.143235               16101.462784                4323.475175                8280.585331               16981.212096                8687.333242               59513.536704               60568.212992                 879.479211                2247.933133                4633.666149                1569.667051              211716.304000              215071.055360               40557.011072                1470.908636                5883.800112                6388.807046              438661.602560              224022.504960               10104.942346              334763.470080            71814014.592000                1356.719539                1360.181575                5433.920962
 558.0          458.926611                 461.950251                2760.408158                2295.881091                2329.403430               13890.601344                 765.041601                1566.693407                1633.833761                9499.461828                3349.546339               19464.431040                 873.660324               10151.056925               29499.183232                1790.022213               11811.969144               25559.614976               12517.085888              147656.538880               73032.775680               14322.953536                9747.098028                9949.058658               15335.762688               89037.689280                 203.360961                 425.658395                 213.651291                1252.179679                 448.280348                2622.143604                1757.737864                3508.606771               14840.515776               29711.745408                 413.697402                 873.190010                5092.725191                2410.309076                1666.902586                2544.612507               22186.479680               22284.712576               42050.528320                4987.738101                3332.442422             1379273.737600                 157.254203                 158.484995                 424.548561                  77.088460                 301.171429                 301.619840                 376.173892                 376.283567                 733.465226                8168.663958                8321.755577                3980.543437                4100.576463                8238.783611               16166.761536                4341.158065                8309.410859               17040.312384                8717.572176               59725.834816               60784.277568                 881.085866                2254.906237                4648.077443                1574.566714              212686.768000              216056.525440               40743.330688                1477.611893                5910.625217                6420.301776              441686.714240              225567.603840               10143.175079              336603.256320            72827058.368000                1360.773141                1364.247821                5450.153890
 559.0          460.222445                 463.254261                2768.199039                2302.535574                2336.146786               13930.770368                 767.612338                1572.039375                1639.359462                9531.487528                3361.057334               19531.124480                 876.631107               10185.481602               29598.955904                1796.202578               11859.410345               25663.143872               12567.961536              148252.335360               73327.920960               14374.401792                9782.497225                9984.977361               15391.300736               89358.879360                 203.735441                 426.444107                 214.045592                1254.489621                 449.110056                2626.971270                1764.158792                3521.383345               14897.659072               29826.176576                 414.493491                 874.889556                5102.609962                2415.353532                1670.400665                2549.955168               22276.103360               22374.718272               42202.562240                5004.449353                3343.607988             1388507.987200                 157.552089                 158.787479                 425.384241                  77.224728                 301.710691                 302.159902                 376.851906                 376.961736                 734.802485                8191.216851                8344.762417                3996.645254                4117.210736                8272.535902               16232.273792                4358.899688                8338.315606               17099.574848                8747.894278               59938.655552               61000.872896                 882.692791                2261.895156                4662.522037                1579.477699              213661.328000              217046.167680               40930.326336                1484.342305                5937.558431                6451.932666              444732.801280              227123.412480               10181.527498              338452.087040            73854000.896000                1364.833303                1368.320639                5466.413622
 560.0          461.519989                 464.559998                2776.000000                2309.199951                2342.899902               13971.000000                 770.190002                1577.400024                1644.900024                9563.599609                3372.600098               19598.000000                 879.609985               10220.000000               29699.000000                1802.400024               11907.000000               25767.000000               12619.000000              148850.000000               73624.000000               14426.000000                9818.000000               10021.000000               15447.000000               89681.000000                 204.110001                 427.230011                 214.440002                1256.800049                 449.940002                2631.800049                1770.599976                3534.199951               14955.000000               29941.000000                 415.290009                 876.590027                5112.500000                2420.399902                1673.900024                2555.300049               22366.000000               22465.000000               42355.000000                5021.200195                3354.800049             1397800.000000                 157.850006                 159.089996                 426.220001                  77.361000                 302.250000                 302.700012                 377.529999                 377.640015                 736.140015                8213.799805                8367.799805                4012.800049                4133.899902                8306.400391               16298.000000                4376.700195                8367.299805               17159.000000                8778.299805               60152.000000               61218.000000                 884.299988                2268.899902                4677.000000                1584.400024              214640.000000              218040.000000               41118.000000                1491.099976                5964.600098                6483.700195              447800.000000              228690.000000               10220.000000              340310.000000            74895000.000000                1368.900024                1372.400024                5482.700195
 561.0          462.819378                 465.867661                2783.809046                2315.877581                2349.660119               14011.310400                 772.774677                1582.776058                1650.453472                9595.793604                3384.174693               19665.037952                 882.596511               10254.610993               29799.316096                1808.613258               11954.727808               25871.164160               12670.201664              149449.336960               73920.995072               14477.775232                9853.619937               10057.124126               15502.860864               90004.073408                 204.484574                 428.015973                 214.834725                1259.109621                 450.770322                2636.629274                1777.059485                3547.053393               15012.552640               30056.190400                 416.087225                 878.291423                5122.395311                2425.448196                1677.400000                2560.649165               22456.156928               22555.578496               42507.862528                5037.989385                3366.018667             1407146.432000                 158.148088                 159.392280                 427.055842                  77.497282                 302.789424                 303.240236                 378.208106                 378.318804                 737.477749                8236.415521                8390.867763                4029.008622                4150.644777                8340.376665               16363.920640                4394.559727                8396.363038               17218.588352                8808.793009               60365.895872               61435.666560                 885.907258                2275.917163                4691.513395                1589.333040              215622.600320              219038.040320               41306.353664                1497.886336                5991.745894                6515.600184              450886.050560              230266.104320               10258.602959              342176.633600            75944389.504000                1372.971306                1376.483307                5499.013645
 562.0          464.120481                 467.177053                2791.628190                2322.565125                2356.430121               14051.681600                 775.366311                1588.166844                1656.021838                9628.074384                3395.781198               19732.258816                 885.591170               10289.316117               29899.904768                1814.843664               12002.604864               25975.657280               12721.566912              150050.551680               74218.928576               14529.701056                9889.343850               10093.352662               15558.883712               90328.081664                 204.859228                 428.802129                 215.229558                1261.419679                 451.600881                2641.459632                1783.539397                3559.947155               15070.304320               30171.776000                 416.884873                 879.993750                5132.295915                2430.498416                1680.901262                2566.000521               22546.588224               22646.434368               42661.130624                5054.818357                3377.263908             1416551.296000                 158.446202                 159.694596                 427.891762                  77.633566                 303.328896                 303.780508                 378.886295                 378.997704                 738.815758                8259.061313                8413.966295                4045.270448                4167.444832                8374.465705               16430.056320                4412.478452                8425.506189               17278.340416                8839.370112               60580.317376               61653.866880                 887.514803                2282.950308                4706.060281                1594.277441              216609.346560              220040.306560               41495.389312                1504.700145                6019.000879                6547.637816              453993.508480              231853.138560               10297.326699              344052.428800            77008207.232000                1377.049166                1380.573168                5515.354012
 563.0          465.423296                 468.488173                2799.457454                2329.262576                2363.209934               14092.113600                 777.964919                1593.572414                1661.605160                9660.442173                3407.419683               19799.663104                 888.593982               10324.115584               30000.766592                1821.091291               12050.631616               26080.480320               12773.096128              150653.649920               74517.802944               14581.777664                9925.171872               10129.685856               15615.068928               90653.026816                 205.233963                 429.588480                 215.624503                1263.730229                 452.431681                2646.291136                1790.039796                3572.881397               15128.255680               30287.758400                 417.682953                 881.697010                5142.201824                2435.550570                1684.403816                2571.354117               22637.294656               22737.568192               42814.805056                5071.687213                3388.535837             1426014.944000                 158.744346                 159.996947                 428.727763                  77.769854                 303.868416                 304.320828                 379.564566                 379.676714                 740.154043                8281.737172                8437.095414                4061.585663                4184.300209                8408.667800               16496.407680                4430.456524                8454.729494               17338.256704                8870.031330               60795.265344               61872.601920                 889.122625                2289.999383                4720.640710                1599.233253              217600.256640              221046.816640               41685.108928                1511.541494                6046.365445                6579.813618              457122.533120              233451.184640               10336.171520              345937.427200            78086667.008000                1381.133624                1384.669628                5531.721336
 564.0          466.727825                 469.801020                2807.296854                2335.969929                2369.999585               14132.606400                 780.570518                1598.992800                1667.203478                9692.897194                3419.090220               19867.251328                 891.604967               10359.009605               30101.902144                1827.356192               12098.808512               26185.634240               12824.789696              151258.637440               74817.620608               14634.005248                9961.104137               10166.123958               15671.416896               90978.910912                 205.608781                 430.375026                 216.019557                1266.041279                 453.262720                2651.123797                1796.560764                3585.856279               15186.407360               30404.139200                 418.481465                 883.401206                5152.113051                2440.604662                1687.907670                2576.709953               22728.276992               22828.980544               42968.886592                5088.596056                3399.834519             1435537.728000                 159.042521                 160.299334                 429.563844                  77.906145                 304.407984                 304.861196                 380.242921                 380.355832                 741.492605                8304.443094                8460.255131                4077.954401                4201.211049                8442.983237               16562.975360                4448.494095                8484.033191               17398.337728                8900.776882               61010.740608               62091.872640                 890.730727                2297.064433                4735.254732                1604.200502              218595.348480              222057.588480               41875.514496                1518.410472                6073.839982                6612.128114              460273.283840              235060.324480               10375.137723              347831.670400            79179982.656000                1385.224700                1388.772706                5548.115655
 565.0          468.034069                 471.115596                2815.146412                2342.687176                2376.799098               14173.160000                 783.183122                1604.428033                1672.816830                9725.439672                3430.792877               19935.024000                 894.624146               10393.998391               30203.312000                1833.638418               12147.136000               26291.120000               12876.648000              151865.520000               75118.384000               14686.384000                9997.140781               10202.667219               15727.928000               91305.736000                 205.983680                 431.161769                 216.414721                1268.352834                 454.093999                2655.957629                1803.102386                3598.871961               15244.760000               30520.920000                 419.280409                 885.106339                5162.029609                2445.660701                1691.412830                2582.068029               22819.536000               22920.672000               43123.376000                5105.544988                3411.160016             1445120.000000                 159.340725                 160.601758                 430.400004                  78.042439                 304.947600                 305.401612                 380.921361                 381.035056                 742.831447                8327.179070                8483.445461                4094.376797                4218.177492                8477.412305               16629.760000                4466.591320                8513.417516               17458.584000                8931.606984               61226.744000               62311.680000                 892.339111                2304.145502                4749.902398                1609.179213              219594.640000              223072.640000               42066.608000                1525.307168                6101.424879                6644.581828              463445.920000              236680.640000               10414.225609              349735.200000            80288368.000000                1389.322412                1392.882420                5564.537008
